 date     c               a               y              cay=cc-0.621y -0.269a (demeaned)  @
 197303   9.47274207233   11.12546238848  9.31553822293	 -0.02722
 197304   9.47105138224   11.08746786046  9.32011123359	 -0.02151
 197401   9.46241064397   11.06861217238  9.30833450685	 -0.01777
 197402   9.46391063161   11.03188064718  9.30647283865	 -0.00522
 197403   9.46591438142   10.98469184146  9.30656991358	  0.00943
 197404   9.46436642213   10.97743849112  9.29847437013	  0.01486
 197501   9.46524945745   11.01694361623  9.29284212378	  0.00860
 197502   9.47826963476   11.05313420409  9.33893129096	 -0.01673
 197503   9.48189749927   11.02613966641  9.32235515283	  0.00446
 197504   9.48739045668   11.03074880092  9.33177283203	  0.00286
 197601   9.50235540433   11.05830291685  9.34873851005	 -0.00012
 197602   9.51115995812   11.08016622915  9.35395925899	 -0.00044
 197603   9.51883970201   11.08265082787  9.36090644985	  0.00225
 197604   9.52911821319   11.08857399320  9.36490150929	  0.00846
 197701   9.53453248206   11.08971787940  9.36623455305	  0.01274
 197702   9.53299740193   11.09914173993  9.37334193846	  0.00425
 197703   9.53868472760   11.09915617504  9.38564409350	  0.00230
 197704   9.54704208081   11.10117456663  9.39513628960	  0.00422
 197801   9.55571487761   11.10565304180  9.39967850808	  0.00887
 197802   9.56397663783   11.12240689187  9.40801902910	  0.00745
 197803   9.56880544646   11.13782471060  9.41400705339	  0.00441
 197804   9.57272539941   11.13803078141  9.42111477916	  0.00386
 197901   9.58038577706   11.15886768267  9.42390780469	  0.00417
 197902   9.57955595282   11.16623092852  9.41895653934	  0.00443
 197903   9.58083704877   11.17693285340  9.42340681161	  0.00007
 197904   9.58649611891   11.17677236448  9.42311914030	  0.00595
 198001   9.58526949688   11.15839810635  9.42253251401	  0.01004
 198002   9.57234402648   11.17197914383  9.40846353033	  0.00219
 198003   9.57322772022   11.18875332881  9.41752781776	 -0.00707
 198004   9.57893444751   11.20040363424  9.42500095481	 -0.00914
 198101   9.57576562471   11.19251858513  9.41771196073	 -0.00566
 198102   9.58022647994   11.19957142488  9.41371183701	 -0.00062
 198103   9.57749787962   11.18176078994  9.42118934384	 -0.00319
 198104   9.57649816143   11.19034178377  9.42050691091	 -0.00608
 198201   9.57626623731   11.18992027313  9.41814410136	 -0.00473
 198202   9.57811645022   11.18920175869  9.41870181532	 -0.00303
 198203   9.58096867382   11.19167245780  9.42307736157	 -0.00356
 198204   9.59076541005   11.20196123476  9.42335217246	  0.00329
 198301   9.59741320483   11.22599667400  9.42643318160	  0.00156
 198302   9.60749790187   11.24088914842  9.43134771328	  0.00458
 198303   9.61769579494   11.23660471348  9.44159577600	  0.00957
 198304   9.62499556804   11.22843215353  9.45509033235	  0.01070
 198401   9.62896052452   11.23215206795  9.46766645389	  0.00586
 198402   9.63742019690   11.23589714525  9.47894693653	  0.00631
 198403   9.64454568609   11.25402519241  9.48742761045	  0.00329
 198404   9.65152883826   11.26246935800  9.49462126603	  0.00353
 198501   9.66185390929   11.28354527219  9.49168952640	  0.01000
 198502   9.66835554729   11.29735677945  9.50955213231	  0.00170
 198503   9.67682122463   11.29582422210  9.50732841153	  0.01195
 198504   9.68404155387   11.32566108285  9.51292540374	  0.00767
 198601   9.68767929879   11.35703667532  9.52165149165	 -0.00256
 198602   9.69104121038   11.38029160712  9.52950038993	 -0.01033
 198603   9.69542003848   11.37105890313  9.53331259306	 -0.00583
 198604   9.70400017327   11.39300139208  9.53663649323	 -0.00523
 198701   9.71300712209   11.42702513896  9.54358399638	 -0.00969
 198702   9.71934513396   11.43301418548  9.53274719609	  0.00176
 198703   9.72261631935   11.44480947944  9.54466355972	 -0.00554
 198704   9.72808693799   11.40460578764  9.55282180039	  0.00569
 198801   9.73855099898   11.42439799498  9.56270113651	  0.00469
 198802   9.74530831662   11.43744507077  9.57006695181	  0.00337
 198803   9.75338360672   11.43531478834  9.57306364859	  0.01016
 198804   9.75916322890   11.44326453190  9.57748184505	  0.01105
 198901   9.76201824001   11.45375364935  9.57658663674	  0.01164
 198902   9.76156451405   11.46386157510  9.57048771449	  0.01225
 198903   9.76467304176   11.48437015736  9.57424212756	  0.00750
 198904   9.77148531396   11.48447267811  9.57908271177	  0.01128
 199001   9.77340669992   11.46837145458  9.59037146445	  0.01053
 199002   9.78114973628   11.47080318960  9.59482639348	  0.01486
 199003   9.78435683741   11.43430002148  9.59102969394	  0.03025
 199004   9.77557781312   11.43888761724  9.58225016326	  0.02569
 199101   9.77105600670   11.46069989347  9.58442269229	  0.01394
 199102   9.77527454467   11.45322357076  9.58833504176	  0.01775
 199103   9.77409829740   11.45719522281  9.58925031597	  0.01493
 199104   9.77135703861   11.47069256344  9.59088459602	  0.00754
 199201   9.77974268077   11.46284200015  9.60690969974	  0.00810
 199202   9.78055776121   11.45325711716  9.61225978851	  0.00817
 199203   9.78144690932   11.45593007658  9.61453583080	  0.00693
 199204   9.79069315750   11.46965681358  9.62971641557	  0.00306
 199301   9.78982857018   11.47390987480  9.60237557437	  0.01802
 199302   9.79248023548   11.47474758748  9.61962140110	  0.00974
 199303   9.79943774950   11.48412473622  9.62237886418	  0.01246
 199304   9.80262055926   11.48799962853  9.63387117030	  0.00747
 199401   9.80777631662   11.47845970454  9.62023457496	  0.02365
 199402   9.81399081932   11.47624929771  9.63197541011	  0.02318
 199403   9.81698299102   11.48242525890  9.63259885659	  0.02412
 199404   9.81963009693   11.48062503236  9.63946693132	  0.02299
 199501   9.82196751781   11.49683586620  9.64180889362	  0.01951
 199502   9.82838497712   11.51744251037  9.63902453399	  0.02210
 199503   9.83049279621   11.53978730813  9.64316314491	  0.01562
 199504   9.83325224480   11.55687275775  9.64399001487	  0.01327
 199601   9.83852942231   11.57181557922  9.64561815445	  0.01351
 199602   9.84256939795   11.58123025204  9.64676516996	  0.01431
 199603   9.84477398112   11.58590415402  9.65303960740	  0.01136
 199604   9.84767503571   11.60899264375  9.65387559924	  0.00752
 199701   9.85404249834   11.60631939899  9.65743611085	  0.01240
 199702   9.85838494549   11.65716338011  9.66117588715	  0.00073
 199703   9.86491080643   11.68576756503  9.66592519839	 -0.00340
 199704   9.86847870344   11.69909520428  9.67392337919	 -0.00838
 199801   9.87684931295   11.74776212937  9.68844741486	 -0.02213
 199802   9.88579192324   11.75844619811  9.69683641065	 -0.02127
 199803   9.89291654436   11.71350521958  9.70295339254	 -0.00584
 199804   9.89560087617   11.77514285247  9.70831701222	 -0.02308
 199901   9.90243279032   11.78960845039  9.72003909252	 -0.02742
 199902   9.91095877545   11.81509490237  9.71933062844	 -0.02532
 199903   9.91742139514   11.79298887630  9.72140056963	 -0.01419
 199904   9.92532679311   11.86906363041  9.72779390792	 -0.03074
 200001   9.93075472838   11.88142724342  9.74753198780	 -0.04089
 200002   9.93772311268   11.86372081257  9.75095625607	 -0.03128
 200003   9.94293402308   11.85996062970  9.75931952946	 -0.03025
 200004   9.94791561079   11.82215494892  9.76105315380	 -0.01616
 200101   9.94910913087   11.77394006327  9.76272435229	 -0.00302
 200102   9.94906455602   11.79458219190  9.76070819600	 -0.00737
 200103   9.94887861219   11.74387326075  9.78191993570	 -0.00707
 200104   9.95191967079   11.77698255610  9.76243841851	 -0.00085
 200201   9.95968639875   11.78076439345  9.79323562442	 -0.01322
 200202   9.96238429031   11.74280083716  9.80056124451	 -0.00484
 200203   9.96481542485   11.69244448080  9.80312349043	  0.00956
 200204   9.96955120951   11.70678252462  9.80903691393	  0.00677
 200301   9.97135945917   11.69804701708  9.81155658708	  0.00936
