ticker,name,type,sector,asset_class,market_value,notional_value,quantity,price,location,exchange,currency,fx_rate,market_currency,accrual_date,market_weight,notional_weight,etf,index
KNF,KNIFE RIVER CORP,EQUITY,Materials,Equity,,,"1,915,902.00",88.73,United States,NYSE,USD,1.0,USD,-,0.15,0.14,IJH,S&P Mid-Cap 400
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,EQUITY,Consumer Discretionary,Equity,,,"2,073,829.00",81.77,United States,NASDAQ,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
BSY,BENTLEY SYSTEMS INC CLASS B,EQUITY,Information Technology,Equity,,,"5,035,594.00",33.62,United States,NASDAQ,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
WEX,WEX INC,EQUITY,Financials,Equity,,,"1,159,302.00",144.26,United States,NYSE,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
SARO,STANDARDAERO,EQUITY,Industrials,Equity,,,"6,412,610.00",26.03,United States,NYSE,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
BYD,BOYD GAMING CORP,EQUITY,Consumer Discretionary,Equity,,,"1,954,636.00",85.24,United States,NYSE,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
EXLS,EXLSERVICE HOLDINGS INC,EQUITY,Industrials,Equity,,,"5,313,537.00",31.34,United States,NASDAQ,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
HOMB,HOME BANCSHARES INC,EQUITY,Financials,Equity,,,"6,185,584.00",26.84,United States,NYSE,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
OZK,BANK OZK,EQUITY,Financials,Equity,,,"3,427,536.00",48.33,United States,NASDAQ,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
FCN,FTI CONSULTING INC,EQUITY,Industrials,Equity,,,"1,023,339.00",161.85,United States,NYSE,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
UFPI,UFP INDUSTRIES INC,EQUITY,Industrials,Equity,,,"1,969,767.00",83.86,United States,NASDAQ,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
NOVT,NOVANTA INC,EQUITY,Information Technology,Equity,,,"1,209,687.00",136.28,United States,NASDAQ,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
BRKR,BRUKER CORP,EQUITY,Health Care,Equity,,,"3,744,372.00",43.73,United States,NASDAQ,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
LPX,LOUISIANA PACIFIC CORP,EQUITY,Materials,Equity,,,"2,142,819.00",75.49,United States,NYSE,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
MSM,MSC INDUSTRIAL INC CLASS A,EQUITY,Industrials,Equity,,,"1,547,321.00",104.31,United States,NYSE,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
PCTY,PAYLOCITY HOLDING CORP,EQUITY,Industrials,Equity,,,"1,475,605.00",109.12,United States,NASDAQ,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
FBIN,FORTUNE BRANDS INNOVATIONS INC,EQUITY,Industrials,Equity,,,"4,062,114.00",39.08,United States,NYSE,USD,1.0,USD,-,0.14,0.14,IJH,S&P Mid-Cap 400
BIO,BIO RAD LABORATORIES INC CLASS A,EQUITY,Health Care,Equity,,,"614,795.00",257.32,United States,NYSE,USD,1.0,USD,-,0.14,0.13,IJH,S&P Mid-Cap 400
PATH,UIPATH INC CLASS A,EQUITY,Information Technology,Equity,,,"14,455,600.00",10.93,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
MAT,MATTEL INC,EQUITY,Consumer Discretionary,Equity,,,"10,491,908.00",15.0,United States,NASDAQ,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
ASB,ASSOCIATED BANCORP,EQUITY,Financials,Equity,,,"5,522,952.00",28.47,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
ALK,ALASKA AIR GROUP INC,EQUITY,Industrials,Equity,,,"3,870,102.00",40.59,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
HRB,H&R BLOCK INC,EQUITY,Consumer Discretionary,Equity,,,"4,279,249.00",36.29,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
VVV,VALVOLINE INC,EQUITY,Consumer Discretionary,Equity,,,"4,297,850.00",35.87,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
RLI,RLI CORP,EQUITY,Financials,Equity,,,"3,105,214.00",49.62,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
WMG,WARNER MUSIC GROUP CORP CLASS A,EQUITY,Communication,Equity,,,"4,961,228.00",31.04,United States,NASDAQ,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
CVLT,COMMVAULT SYSTEMS INC,EQUITY,Information Technology,Equity,,,"1,487,152.00",103.38,United States,NASDAQ,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
DUOL,DUOLINGO INC CLASS A,EQUITY,Consumer Discretionary,Equity,,,"1,353,061.00",113.61,United States,NASDAQ,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
LOPE,GRAND CANYON EDUCATION INC,EQUITY,Consumer Discretionary,Equity,,,"934,264.00",164.48,United States,NASDAQ,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
MTN,VAIL RESORTS INC,EQUITY,Consumer Discretionary,Equity,,,"1,207,721.00",125.26,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
BCO,BRINKS,EQUITY,Industrials,Equity,,,"1,402,468.00",107.75,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
NWE,NORTHWESTERN ENERGY GROUP INC,EQUITY,Utilities,Equity,,,"2,074,143.00",72.41,United States,NASDAQ,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
TCBI,TEXAS CAPITAL BANCSHARES INC,EQUITY,Financials,Equity,,,"1,491,343.00",100.56,United States,NASDAQ,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
BDC,BELDEN INC,EQUITY,Information Technology,Equity,,,"1,328,858.00",112.26,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
CUZ,COUSINS PROPERTIES REIT INC,EQUITY,Real Estate,Equity,,,"5,670,592.00",26.25,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
EPR,EPR PROPERTIES REIT,EQUITY,Real Estate,Equity,,,"2,570,360.00",57.88,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
DBX,DROPBOX INC CLASS A,EQUITY,Information Technology,Equity,,,"5,888,071.00",25.13,United States,NASDAQ,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
SLM,SLM CORP,EQUITY,Financials,Equity,,,"6,513,759.00",22.66,United States,NASDAQ,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
POST,POST HOLDINGS INC,EQUITY,Consumer Staples,Equity,,,"1,427,205.00",102.99,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
VNT,VONTIER CORP,EQUITY,Information Technology,Equity,,,"4,787,814.00",30.67,United States,NYSE,USD,1.0,USD,-,0.13,0.13,IJH,S&P Mid-Cap 400
CNO,CNO FINANCIAL GROUP INC,EQUITY,Financials,Equity,,,"3,190,008.00",45.9,United States,NYSE,USD,1.0,USD,-,0.13,0.12,IJH,S&P Mid-Cap 400
FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,EQUITY,Financials,Equity,,,"10,110,681.00",14.29,United States,NYSE,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,EQUITY,Industrials,Equity,,,"1,526,109.00",94.12,United States,NASDAQ,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
CBT,CABOT CORP,EQUITY,Materials,Equity,,,"1,762,770.00",81.28,United States,NYSE,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
TNL,TRAVEL LEISURE,EQUITY,Consumer Discretionary,Equity,,,"2,171,382.00",65.91,United States,NYSE,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
FFIN,FIRST FINANCIAL BANKSHARES INC,EQUITY,Financials,Equity,,,"4,399,333.00",32.39,United States,NASDAQ,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
KBR,KBR INC,EQUITY,Industrials,Equity,,,"4,286,944.00",33.2,United States,NYSE,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
TREX,TREX INC,EQUITY,Industrials,Equity,,,"3,620,721.00",39.19,United States,NYSE,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
APPF,APPFOLIO INC CLASS A,EQUITY,Information Technology,Equity,,,"821,541.00",170.21,United States,NASDAQ,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
OLED,UNIVERSAL DISPLAY CORP,EQUITY,Information Technology,Equity,,,"1,495,383.00",92.74,United States,NASDAQ,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
SYNA,SYNAPTICS INC,EQUITY,Information Technology,Equity,,,"1,310,403.00",105.8,United States,NASDAQ,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
MORN,MORNINGSTAR INC,EQUITY,Financials,Equity,,,"776,327.00",177.91,United States,NASDAQ,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
THO,THOR INDUSTRIES INC,EQUITY,Consumer Discretionary,Equity,,,"1,783,697.00",76.94,United States,NYSE,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
PVH,PVH CORP,EQUITY,Consumer Discretionary,Equity,,,"1,546,311.00",88.62,United States,NYSE,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
FHI,FEDERATED HERMES INC CLASS B,EQUITY,Financials,Equity,,,"2,494,599.00",54.34,United States,NYSE,USD,1.0,USD,-,0.12,0.12,IJH,S&P Mid-Cap 400
NVST,ENVISTA HOLDINGS CORP,EQUITY,Health Care,Equity,,,"5,532,051.00",24.29,United States,NYSE,USD,1.0,USD,-,0.11,0.11,IJH,S&P Mid-Cap 400
IBOC,INTERNATIONAL BANCSHARES CORP,EQUITY,Financials,Equity,,,"1,825,589.00",73.26,United States,NASDAQ,USD,1.0,USD,-,0.11,0.11,IJH,S&P Mid-Cap 400
BBWI,BATH AND BODY WORKS INC,EQUITY,Consumer Discretionary,Equity,,,"6,910,849.00",19.3,United States,NYSE,USD,1.0,USD,-,0.11,0.11,IJH,S&P Mid-Cap 400
IRT,INDEPENDENCE REALTY INC,EQUITY,Real Estate,Equity,,,"7,995,419.00",16.37,United States,NYSE,USD,1.0,USD,-,0.11,0.11,IJH,S&P Mid-Cap 400
LIVN,LIVANOVA PLC,EQUITY,Health Care,Equity,,,"1,843,382.00",70.92,United States,NASDAQ,USD,1.0,USD,-,0.11,0.11,IJH,S&P Mid-Cap 400
GHC,GRAHAM HOLDINGS COMPANY CLASS B,EQUITY,Consumer Discretionary,Equity,,,"114,821.00",,United States,NYSE,USD,1.0,USD,-,0.11,0.11,IJH,S&P Mid-Cap 400
KRC,KILROY REALTY REIT CORP,EQUITY,Real Estate,Equity,,,"3,680,433.00",34.57,United States,NYSE,USD,1.0,USD,-,0.11,0.11,IJH,S&P Mid-Cap 400
WING,WINGSTOP INC,EQUITY,Consumer Discretionary,Equity,,,"939,499.00",134.88,United States,NASDAQ,USD,1.0,USD,-,0.11,0.11,IJH,S&P Mid-Cap 400
PLNT,PLANET FITNESS INC CLASS A,EQUITY,Consumer Discretionary,Equity,,,"2,805,788.00",44.01,United States,NYSE,USD,1.0,USD,-,0.11,0.11,IJH,S&P Mid-Cap 400
SHC,SOTERA HEALTH COMPANY,EQUITY,Health Care,Equity,,,"7,864,007.00",15.67,United States,NASDAQ,USD,1.0,USD,-,0.11,0.11,IJH,S&P Mid-Cap 400
ELF,ELF BEAUTY INC,EQUITY,Consumer Staples,Equity,,,"1,993,548.00",61.79,United States,NYSE,USD,1.0,USD,-,0.11,0.11,IJH,S&P Mid-Cap 400
MMS,MAXIMUS INC,EQUITY,Industrials,Equity,,,"1,845,375.00",66.66,United States,NYSE,USD,1.0,USD,-,0.11,0.10,IJH,S&P Mid-Cap 400
HLNE,HAMILTON LANE INC CLASS A,EQUITY,Financials,Equity,,,"1,379,342.00",88.96,United States,NASDAQ,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,EQUITY,Financials,Equity,,,"3,850,065.00",31.71,United States,NYSE,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
ANF,ABERCROMBIE AND FITCH CLASS A,EQUITY,Consumer Discretionary,Equity,,,"1,551,151.00",78.51,United States,NYSE,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
CDP,COPT DEFENSE PROPERTIES,EQUITY,Real Estate,Equity,,,"3,813,624.00",31.82,United States,NYSE,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
PII,POLARIS INC,EQUITY,Consumer Discretionary,Equity,,,"1,803,941.00",67.06,United States,NYSE,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
SLGN,SILGAN HOLDINGS INC,EQUITY,Materials,Equity,,,"2,960,669.00",40.26,United States,NYSE,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
BHF,BRIGHTHOUSE FINANCIAL INC,EQUITY,Financials,Equity,,,"1,930,484.00",61.68,United States,NASDAQ,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
DLB,DOLBY LABORATORIES INC CLASS A,EQUITY,Information Technology,Equity,,,"2,055,442.00",57.47,United States,NYSE,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
DOCS,DOXIMITY INC CLASS A,EQUITY,Health Care,Equity,,,"4,517,170.00",26.03,United States,NYSE,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
QLYS,QUALYS INC,EQUITY,Information Technology,Equity,,,"1,213,464.00",94.97,United States,NASDAQ,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
PBF,PBF ENERGY INC CLASS A,EQUITY,Energy,Equity,,,"2,802,465.00",40.59,United States,NYSE,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
PEGA,PEGASYSTEMS INC,EQUITY,Information Technology,Equity,,,"3,081,556.00",36.73,United States,NASDAQ,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
AVNT,AVIENT CORP,EQUITY,Materials,Equity,,,"3,090,932.00",36.52,United States,NYSE,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
BILL,BILL HOLDINGS INC,EQUITY,Information Technology,Equity,,,"2,973,046.00",37.66,United States,NYSE,USD,1.0,USD,-,0.10,0.10,IJH,S&P Mid-Cap 400
OPCH,OPTION CARE HEALTH INC,EQUITY,Health Care,Equity,,,"5,358,315.00",20.75,United States,NASDAQ,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
GPK,GRAPHIC PACKAGING HOLDING,EQUITY,Materials,Equity,,,"9,962,755.00",11.03,United States,NYSE,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
WLK,WESTLAKE CORP,EQUITY,Materials,Equity,,,"1,125,736.00",97.38,United States,NYSE,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
YETI,YETI HOLDINGS INC,EQUITY,Consumer Discretionary,Equity,,,"2,626,733.00",41.68,United States,NYSE,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
FOUR,SHIFT4 PAYMENTS INC CLASS A,EQUITY,Financials,Equity,,,"2,282,891.00",46.85,United States,NYSE,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,EQUITY,Consumer Discretionary,Equity,,,"622,630.00",171.61,United States,NYSE,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
EXPO,EXPONENT INC,EQUITY,Industrials,Equity,,,"1,684,082.00",63.44,United States,NASDAQ,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
KBH,KB HOME,EQUITY,Consumer Discretionary,Equity,,,"2,132,590.00",49.18,United States,NYSE,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
NSA,NATIONAL STORAGE AFFILIATES TRUST,EQUITY,Real Estate,Equity,,,"2,389,368.00",43.33,United States,NYSE,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
VC,VISTEON CORP,EQUITY,Consumer Discretionary,Equity,,,"921,122.00",112.35,United States,NASDAQ,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
WHR,WHIRLPOOL CORP,EQUITY,Consumer Discretionary,Equity,,,"2,140,251.00",48.21,United States,NYSE,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
OLN,OLIN CORP,EQUITY,Materials,Equity,,,"3,834,990.00",26.76,United States,NYSE,USD,1.0,USD,-,0.09,0.09,IJH,S&P Mid-Cap 400
HGV,HILTON GRAND VACATIONS INC,EQUITY,Consumer Discretionary,Equity,,,"2,021,538.00",48.62,United States,NYSE,USD,1.0,USD,-,0.08,0.08,IJH,S&P Mid-Cap 400
KD,KYNDRYL HOLDINGS INC,EQUITY,Information Technology,Equity,,,"7,715,896.00",12.64,United States,NYSE,USD,1.0,USD,-,0.08,0.08,IJH,S&P Mid-Cap 400
EEFT,EURONET WORLDWIDE INC,EQUITY,Financials,Equity,,,"1,322,644.00",71.58,United States,NASDAQ,USD,1.0,USD,-,0.08,0.08,IJH,S&P Mid-Cap 400
HOG,HARLEY DAVIDSON INC,EQUITY,Consumer Discretionary,Equity,,,"3,989,079.00",23.64,United States,NYSE,USD,1.0,USD,-,0.08,0.08,IJH,S&P Mid-Cap 400
SMG,SCOTTS MIRACLE GRO,EQUITY,Materials,Equity,,,"1,512,447.00",62.34,United States,NYSE,USD,1.0,USD,-,0.08,0.08,IJH,S&P Mid-Cap 400
PSN,PARSONS CORP,EQUITY,Industrials,Equity,,,"1,786,256.00",51.22,United States,NYSE,USD,1.0,USD,-,0.08,0.08,IJH,S&P Mid-Cap 400
CAR,AVIS BUDGET GROUP INC,EQUITY,Industrials,Equity,,,"570,988.00",154.06,United States,NASDAQ,USD,1.0,USD,-,0.08,0.08,IJH,S&P Mid-Cap 400
IPGP,IPG PHOTONICS CORP,EQUITY,Information Technology,Equity,,,"853,314.00",101.53,United States,NASDAQ,USD,1.0,USD,-,0.07,0.07,IJH,S&P Mid-Cap 400
HAE,HAEMONETICS CORP,EQUITY,Health Care,Equity,,,"1,568,659.00",54.37,United States,NYSE,USD,1.0,USD,-,0.07,0.07,IJH,S&P Mid-Cap 400
ASH,ASHLAND INC,EQUITY,Materials,Equity,,,"1,544,940.00",54.46,United States,NYSE,USD,1.0,USD,-,0.07,0.07,IJH,S&P Mid-Cap 400
MZTI,MARZETTI,EQUITY,Consumer Staples,Equity,,,"685,176.00",116.96,United States,NASDAQ,USD,1.0,USD,-,0.07,0.07,IJH,S&P Mid-Cap 400
PK,PARK HOTELS RESORTS INC,EQUITY,Real Estate,Equity,,,"6,748,037.00",11.19,United States,NYSE,USD,1.0,USD,-,0.06,0.06,IJH,S&P Mid-Cap 400
CPRI,CAPRI HOLDINGS LTD,EQUITY,Consumer Discretionary,Equity,,,"4,022,492.00",18.69,United States,NYSE,USD,1.0,USD,-,0.06,0.06,IJH,S&P Mid-Cap 400
CHH,CHOICE HOTELS INTERNATIONAL INC,EQUITY,Consumer Discretionary,Equity,,,"697,737.00",106.53,United States,NYSE,USD,1.0,USD,-,0.06,0.06,IJH,S&P Mid-Cap 400
XRAY,DENTSPLY SIRONA INC,EQUITY,Health Care,Equity,,,"6,736,461.00",10.96,United States,NASDAQ,USD,1.0,USD,-,0.06,0.06,IJH,S&P Mid-Cap 400
CXT,CRANE NXT,EQUITY,Information Technology,Equity,,,"1,666,933.00",43.88,United States,NYSE,USD,1.0,USD,-,0.06,0.06,IJH,S&P Mid-Cap 400
RH,RH,EQUITY,Consumer Discretionary,Equity,,,"520,918.00",133.65,United States,NYSE,USD,1.0,USD,-,0.06,0.06,IJH,S&P Mid-Cap 400
GT,GOODYEAR TIRE & RUBBER,EQUITY,Consumer Discretionary,Equity,,,"9,663,075.00",6.86,United States,NASDAQ,USD,1.0,USD,-,0.06,0.06,IJH,S&P Mid-Cap 400
EQH,EQUITABLE HOLDINGS INC,SWAP,Financials,Equity,0.0,,"1,516,658.00",42.85,United States,NYSE,USD,1.0,USD,-,-,0.06,IJH,S&P Mid-Cap 400
FLO,FLOWERS FOODS INC,EQUITY,Consumer Staples,Equity,,,"7,128,830.00",8.57,United States,NYSE,USD,1.0,USD,-,0.05,0.05,IJH,S&P Mid-Cap 400
GEF,GREIF INC CLASS A,EQUITY,Materials,Equity,,,"835,491.00",68.0,United States,NYSE,USD,1.0,USD,-,0.05,0.05,IJH,S&P Mid-Cap 400
COLM,COLUMBIA SPORTSWEAR,EQUITY,Consumer Discretionary,Equity,,,"859,279.00",63.32,United States,NASDAQ,USD,1.0,USD,-,0.05,0.05,IJH,S&P Mid-Cap 400
SAM,BOSTON BEER INC CLASS A,EQUITY,Consumer Staples,Equity,,,"259,621.00",203.01,United States,NYSE,USD,1.0,USD,-,0.05,0.04,IJH,S&P Mid-Cap 400
BLKB,BLACKBAUD INC,EQUITY,Information Technology,Equity,,,"1,208,356.00",37.81,United States,NASDAQ,USD,1.0,USD,-,0.04,0.04,IJH,S&P Mid-Cap 400
PPC,PILGRIMS PRIDE CORP,EQUITY,Consumer Staples,Equity,,,"1,449,978.00",30.4,United States,NASDAQ,USD,1.0,USD,-,0.04,0.04,IJH,S&P Mid-Cap 400
BRBR,BELLRING BRANDS INC,EQUITY,Consumer Staples,Equity,,,"3,958,625.00",10.46,United States,NYSE,USD,1.0,USD,-,0.04,0.04,IJH,S&P Mid-Cap 400
CNXC,CONCENTRIX CORP,EQUITY,Industrials,Equity,,,"1,476,233.00",25.46,United States,NASDAQ,USD,1.0,USD,-,0.03,0.03,IJH,S&P Mid-Cap 400
COTY,COTY INC CLASS A,EQUITY,Consumer Staples,Equity,,,"12,516,843.00",2.5,United States,NYSE,USD,1.0,USD,-,0.03,0.03,IJH,S&P Mid-Cap 400
SLM,SLM CORP,SWAP,Financials,Equity,0.0,,"212,300.00",22.66,United States,NASDAQ,USD,1.0,USD,-,-,-,IJH,S&P Mid-Cap 400
OZK,BANK OZK,SWAP,Financials,Equity,0.0,,"76,000.00",48.33,United States,NASDAQ,USD,1.0,USD,-,-,-,IJH,S&P Mid-Cap 400
