ticker,name,sector,asset_class,market_value,weight_pct,notional_value,quantity,price,location,exchange,currency,fx_rate,market_currency,accrual_date,etf,index
BE,BLOOM ENERGY CLASS A CORP,Industrials,Equity,,1.7,,"5,155,688.00",258.64,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,Equity,,0.91,,"3,807,054.00",188.29,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
STRL,STERLING INFRASTRUCTURE INC,Industrials,Equity,,0.73,,"703,777.00",811.41,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
FN,FABRINET,Information Technology,Equity,,0.68,,"852,240.00",626.12,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
CDE,COEUR MINING INC,Materials,Equity,,0.55,,"24,083,504.00",18.12,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
SITM,SITIME CORP,Information Technology,Equity,,0.54,,"530,816.00",797.31,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
NXT,NEXTPOWER INC CLASS A,Industrials,Equity,,0.53,,"3,440,589.00",120.86,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
SATS,ECHOSTAR CORP CLASS A,Communication,Equity,,0.5,,"3,197,348.00",122.62,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
IONQ,IONQ INC,Information Technology,Equity,,0.49,,"8,140,509.00",47.68,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
TTMI,TTM TECHNOLOGIES INC,Information Technology,Equity,,0.47,,"2,415,141.00",153.77,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
MOD,MODINE MANUFACTURING,Industrials,Equity,,0.42,,"1,235,696.00",269.65,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
RMBS,RAMBUS INC,Information Technology,Equity,,0.41,,"2,548,820.00",126.6,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
AEIS,ADVANCED ENERGY INDUSTRIES INC,Information Technology,Equity,,0.4,,"889,411.00",351.94,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
SANM,SANMINA CORP,Information Technology,Equity,,0.38,,"1,259,201.00",237.09,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
DY,DYCOM INDUSTRIES INC,Industrials,Equity,,0.37,,"688,589.00",426.36,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
VIAV,VIAVI SOLUTIONS INC,Information Technology,Equity,,0.35,,"5,441,412.00",51.05,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
HL,HECLA MINING,Materials,Equity,,0.34,,"14,980,436.00",18.07,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology,Equity,,0.34,,"1,797,013.00",150.43,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
GH,GUARDANT HEALTH INC,Health Care,Equity,,0.34,,"2,926,588.00",92.26,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
SMTC,SEMTECH CORP,Information Technology,Equity,,0.34,,"2,196,274.00",121.5,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
FORM,FORMFACTOR INC,Information Technology,Equity,,0.34,,"1,837,827.00",144.68,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
BBIO,BRIDGEBIO PHARMA INC,Health Care,Equity,,0.32,,"3,736,616.00",67.45,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
ARWR,ARROWHEAD PHARMACEUTICALS INC,Health Care,Equity,,0.32,,"3,188,585.00",77.95,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
AAOI,APPLIED OPTOELECTRONICS INC,Information Technology,Equity,,0.31,,"1,558,256.00",157.55,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,Equity,,0.31,,"4,263,784.00",57.0,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
HUT,HUT CORP,Information Technology,Equity,,0.3,,"2,314,934.00",101.18,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
SPXC,SPX TECHNOLOGIES INC,Industrials,Equity,,0.3,,"1,135,962.00",205.27,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
APLD,APPLIED DIGITAL CORP,Information Technology,Equity,,0.3,,"5,610,941.00",41.53,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
ENSG,ENSIGN GROUP INC,Health Care,Equity,,0.29,,"1,321,491.00",174.3,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
PL,PLANET LABS CLASS A,Industrials,Equity,,0.29,,"6,387,403.00",35.24,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
UMBF,UMB FINANCIAL CORP,Financials,Equity,,0.29,,"1,714,939.00",131.17,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
GTLS,CHART INDUSTRIES INC,Industrials,Equity,,0.28,,"1,066,026.00",207.39,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
AGX,ARGAN INC,Industrials,Equity,,0.28,,"316,418.00",690.0,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,Equity,,0.27,,"402,926.00",534.86,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
AXSM,AXSOME THERAPEUTICS INC,Health Care,Equity,,0.27,,"975,658.00",220.22,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
FCFS,FIRSTCASH HOLDINGS INC,Financials,Equity,,0.27,,"935,822.00",224.89,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
SNEX,STONEX GROUP INC,Financials,Equity,,0.27,,"1,736,726.00",120.9,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
MOGA,MOOG INC CLASS A,Industrials,Equity,,0.27,,"663,105.00",316.29,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
AHR,AMERICAN HEALTHCARE REIT INC,Real Estate,Equity,,0.27,,"4,226,632.00",49.6,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
CTRE,CARETRUST REIT INC,Real Estate,Equity,,0.27,,"5,302,672.00",39.5,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
CYTK,CYTOKINETICS INC,Health Care,Equity,,0.27,,"2,814,053.00",74.29,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
OKLO,OKLO INC CLASS A,Utilities,Equity,,0.26,,"2,878,131.00",71.83,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
POWL,POWELL INDUSTRIES INC,Industrials,Equity,,0.26,,"675,318.00",305.93,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
ESE,ESCO TECHNOLOGIES INC,Industrials,Equity,,0.26,,"612,616.00",332.77,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,Equity,,0.26,,"608,489.00",333.28,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
ONB,OLD NATIONAL BANCORP,Financials,Equity,,0.25,,"8,249,213.00",24.18,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
RIOT,RIOT PLATFORMS INC,Information Technology,Equity,,0.25,,"8,237,063.00",24.11,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
WULF,TERAWULF INC,Information Technology,Equity,,0.25,,"8,134,759.00",24.02,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
FLR,FLUOR CORP,Industrials,Equity,,0.25,,"3,799,245.00",51.08,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
ENS,ENERSYS,Industrials,Equity,,0.25,,"869,080.00",222.95,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
VSAT,VIASAT INC,Information Technology,Equity,,0.25,,"2,916,147.00",66.33,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
LUMN,LUMEN TECHNOLOGIES INC,Communication,Equity,,0.24,,"22,493,930.00",8.46,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
WTS,WATTS WATER TECHNOLOGIES INC CLASS,Industrials,Equity,,0.24,,"645,130.00",294.14,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
QBTS,D WAVE QUANTUM INC,Information Technology,Equity,,0.24,,"8,620,716.00",21.99,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
CMC,COMMERCIAL METALS,Materials,Equity,,0.24,,"2,629,365.00",70.52,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials,Equity,,0.23,,"3,541,560.00",51.05,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
GKOS,GLAUKOS CORP,Health Care,Equity,,0.22,,"1,317,169.00",134.15,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
ORA,ORMAT TECH INC,Utilities,Equity,,0.22,,"1,439,155.00",122.52,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
UEC,URANIUM ENERGY CORP,Energy,Equity,,0.22,,"11,253,235.00",15.59,United States,Nyse Mkt Llc,USD,1.0,USD,-,IWM,Russell 2000
JXN,JACKSON FINANCIAL INC CLASS A,Financials,Equity,,0.22,,"1,584,143.00",110.09,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
KRYS,KRYSTAL BIOTECH INC,Health Care,Equity,,0.22,,"584,088.00",296.7,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
SM,SM ENERGY,Energy,Equity,,0.22,,"5,885,910.00",29.1,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
IDCC,INTERDIGITAL INC,Information Technology,Equity,,0.22,,"611,770.00",278.77,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
FSS,FEDERAL SIGNAL CORP,Industrials,Equity,,0.22,,"1,415,015.00",120.46,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
JBTM,JBT MAREL CORP,Industrials,Equity,,0.22,,"1,228,141.00",138.02,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
SLAB,SILICON LABORATORIES INC,Information Technology,Equity,,0.21,,"768,519.00",217.64,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
HQY,HEALTHEQUITY INC,Health Care,Equity,,0.21,,"1,986,490.00",83.99,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
TEX,TEREX CORP,Industrials,Equity,,0.21,,"2,645,387.00",62.82,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
PLXS,PLEXUS CORP,Information Technology,Equity,,0.21,,"627,825.00",260.71,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,Equity,,0.21,,"1,463,118.00",110.42,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,Equity,,0.21,,"3,047,083.00",52.94,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
TRNO,TERRENO REALTY REIT CORP,Real Estate,Equity,,0.2,,"2,421,501.00",66.54,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
CWAN,CLEARWATER ANALYTICS HOLDINGS INC,Information Technology,Equity,,0.2,,"6,572,461.00",24.3,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
MXL,MAXLINEAR INC,Information Technology,Equity,,0.2,,"1,926,046.00",82.37,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
CIFR,CIPHER DIGITAL INC,Information Technology,Equity,,0.2,,"7,663,448.00",20.68,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
SSRM,SSR MINING INC,Materials,Equity,,0.2,,"4,801,997.00",32.71,Canada,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
MYRG,MYR GROUP INC,Industrials,Equity,,0.2,,"364,389.00",427.38,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
AROC,ARCHROCK INC,Energy,Equity,,0.2,,"4,067,006.00",38.1,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
GATX,GATX CORP,Industrials,Equity,,0.2,,"846,340.00",183.02,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
VLY,VALLEY NATIONAL,Financials,Equity,,0.2,,"11,498,819.00",13.4,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
CORZ,CORE SCIENTIFIC INC,Information Technology,Equity,,0.2,,"6,862,591.00",22.36,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
PCVX,VAXCYTE INC,Health Care,Equity,,0.19,,"2,926,047.00",51.48,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
AVAV,AEROVIRONMENT INC,Industrials,Equity,,0.19,,"891,296.00",168.18,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
NPO,ENPRO INC,Industrials,Equity,,0.19,,"498,182.00",300.76,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,Equity,,0.19,,"1,023,081.00",146.3,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,Equity,,0.19,,"1,630,893.00",90.76,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,Equity,,0.19,,"4,690,198.00",31.47,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,Equity,,0.19,,"1,122,615.00",131.36,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
GBCI,GLACIER BANCORP INC,Financials,Equity,,0.19,,"3,017,430.00",48.79,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
TGTX,TG THERAPEUTICS INC,Health Care,Equity,,0.19,,"3,418,820.00",43.02,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
ACA,ARCOSA INC,Industrials,Equity,,0.19,,"1,146,100.00",128.04,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
GVA,GRANITE CONSTRUCTION INC,Industrials,Equity,,0.19,,"1,031,684.00",141.23,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
NE,NOBLE CORPORATION PLC,Energy,Equity,,0.18,,"2,974,032.00",48.48,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
UBSI,UNITED BANKSHARES INC,Financials,Equity,,0.18,,"3,287,057.00",43.41,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
IESC,IES INC,Industrials,Equity,,0.18,,"213,191.00",665.63,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
VICR,VICOR CORP,Industrials,Equity,,0.18,,"542,811.00",261.34,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
RGTI,RIGETTI COMPUTING INC,Information Technology,Equity,,0.18,,"7,701,832.00",18.34,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
TXNM,TXNM ENERGY INC,Utilities,Equity,,0.18,,"2,369,770.00",59.24,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
LNTH,LANTHEUS HOLDINGS INC,Health Care,Equity,,0.18,,"1,541,746.00",91.0,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
KRG,KITE REALTY GROUP TRUST REIT,Real Estate,Equity,,0.18,,"5,178,534.00",26.72,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
JOBY,JOBY AVIATION INC CLASS A,Industrials,Equity,,0.18,,"13,804,639.00",10.01,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
KGS,KODIAK GAS SERVICES INC,Energy,Equity,,0.18,,"1,965,105.00",70.27,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
PRIM,PRIMORIS SERVICES CORP,Industrials,Equity,,0.18,,"1,277,848.00",107.98,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
HWC,HANCOCK WHITNEY CORP,Financials,Equity,,0.17,,"1,991,855.00",68.11,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
PTGX,PROTAGONIST THERAPEUTICS INC,Health Care,Equity,,0.17,,"1,371,989.00",98.85,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
ALKS,ALKERMES,Health Care,Equity,,0.17,,"3,829,160.00",35.4,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
BKH,BLACK HILLS CORP,Utilities,Equity,,0.17,,"1,800,515.00",75.22,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
ESNT,ESSENT GROUP LTD,Financials,Equity,,0.17,,"2,194,690.00",61.58,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
TMHC,TAYLOR MORRISON HOME CORP,Consumer Discretionary,Equity,,0.17,,"2,272,227.00",59.47,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
VAL,VALARIS LTD,Energy,Equity,,0.17,,"1,471,920.00",91.78,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
RIG,TRANSOCEAN LTD,Energy,Equity,,0.17,,"21,881,836.00",6.17,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
ABCB,AMERIS BANCORP,Financials,Equity,,0.17,,"1,543,852.00",86.33,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
PIPR,PIPER SANDLER COMPANIES,Financials,Equity,,0.17,,"1,654,031.00",80.46,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
NJR,NEW JERSEY RESOURCES CORP,Utilities,Equity,,0.17,,"2,389,152.00",55.53,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
COMP,COMPASS INC CLASS A,Real Estate,Equity,,0.17,,"15,173,242.00",8.74,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
MATX,MATSON INC,Industrials,Equity,,0.17,,"728,258.00",180.14,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
MAC,MACERICH REIT,Real Estate,Equity,,0.17,,"6,100,502.00",21.37,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
POR,PORTLAND GENERAL ELECTRIC,Utilities,Equity,,0.17,,"2,680,167.00",48.62,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
UUUU,ENERGY FUELS INC,Energy,Equity,,0.16,,"5,545,343.00",23.35,Canada,Nyse Mkt Llc,USD,1.0,USD,-,IWM,Russell 2000
SYRE,SPYRE THERAPEUTICS INC,Health Care,Equity,,0.16,,"1,758,057.00",73.1,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
GLNG,GOLAR LNG LTD,Energy,Equity,,0.16,,"2,297,932.00",55.03,Norway,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
VSEC,VSE CORP,Industrials,Equity,,0.16,,"633,814.00",199.45,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
CWST,CASELLA WASTE SYSTEMS INC CLASS A,Industrials,Equity,,0.16,,"1,477,742.00",85.45,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
AUB,ATLANTIC UNION BANKSHARES CORP,Financials,Equity,,0.16,,"3,332,280.00",37.82,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,Equity,,0.16,,"2,945,212.00",42.47,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
HIMS,HIMS HERS HEALTH INC CLASS A,Health Care,Equity,,0.16,,"4,837,486.00",25.65,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
REZI,RESIDEO TECHNOLOGIES INC,Industrials,Equity,,0.16,,"3,048,385.00",40.3,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
BCPC,BALCHEM CORP,Materials,Equity,,0.16,,"769,122.00",159.5,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
MUR,MURPHY OIL CORP,Energy,Equity,,0.16,,"3,195,283.00",38.27,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
DIOD,DIODES INC,Information Technology,Equity,,0.16,,"1,084,488.00",112.59,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
SBRA,SABRA HEALTH CARE REIT INC,Real Estate,Equity,,0.15,,"5,895,769.00",20.58,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
YOU,CLEAR SECURE INC CLASS A,Information Technology,Equity,,0.15,,"2,082,197.00",58.17,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
OGS,ONE GAS INC,Utilities,Equity,,0.15,,"1,419,095.00",85.34,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
SIGI,SELECTIVE INSURANCE GROUP INC,Financials,Equity,,0.15,,"1,425,865.00",84.69,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
RDN,RADIAN GROUP INC,Financials,Equity,,0.15,,"3,201,457.00",37.62,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
NUVL,NUVALENT INC CLASS A,Health Care,Equity,,0.15,,"1,175,549.00",102.4,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
PECO,PHILLIPS EDISON AND COMPANY INC,Real Estate,Equity,,0.15,,"3,000,521.00",40.05,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,Equity,,0.15,,"4,261,350.00",28.15,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
RYTM,RHYTHM PHARMACEUTICALS INC,Health Care,Equity,,0.15,,"1,245,078.00",96.23,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
PTCT,PTC THERAPEUTICS INC,Health Care,Equity,,0.15,,"1,855,149.00",64.49,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
KNF,KNIFE RIVER CORP,Materials,Equity,,0.15,,"1,347,558.00",88.73,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
HOMB,HOME BANCSHARES INC,Financials,Equity,,0.15,,"4,442,689.00",26.84,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,Equity,,0.15,,"546,955.00",216.92,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,Equity,,0.15,,"725,346.00",163.37,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Information Technology,Equity,,0.15,,"1,203,078.00",98.15,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
LBRT,LIBERTY ENERGY INC CLASS A,Energy,Equity,,0.15,,"3,723,016.00",31.68,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
SR,SPIRE INC,Utilities,Equity,,0.15,,"1,378,251.00",85.52,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
LGN,LEGENCE CORP CLASS A,Industrials,Equity,,0.15,,"1,208,642.00",97.44,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
SXT,SENSIENT TECHNOLOGIES CORP,Materials,Equity,,0.15,,"996,372.00",117.85,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
COGT,COGENT BIOSCIENCES INC,Health Care,Equity,,0.15,,"3,373,104.00",34.79,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
CNX,CNX RESOURCES CORP,Energy,Equity,,0.15,,"3,249,459.00",35.92,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
INDV,INDIVIOR PHARMACEUTICALS INC,Health Care,Equity,,0.15,,"2,947,288.00",39.6,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
ACLS,AXCELIS TECHNOLOGIES INC,Information Technology,Equity,,0.15,,"733,912.00",158.66,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
FTDR,FRONTDOOR INC,Consumer Discretionary,Equity,,0.15,,"1,711,449.00",67.92,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
NOVT,NOVANTA INC,Information Technology,Equity,,0.15,,"849,451.00",136.28,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
ACIW,ACI WORLDWIDE INC,Information Technology,Equity,,0.15,,"2,475,787.00",46.65,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
UFPI,UFP INDUSTRIES INC,Industrials,Equity,,0.15,,"1,372,074.00",83.86,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
OUT,OUTFRONT MEDIA INC,Real Estate,Equity,,0.15,,"3,504,121.00",32.81,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
USAR,USA RARE EARTH INC CLASS A,Materials,Equity,,0.15,,"4,346,449.00",26.38,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,Equity,,0.15,,"3,560,274.00",32.19,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
KYMR,KYMERA THERAPEUTICS INC,Health Care,Equity,,0.15,,"1,352,145.00",84.63,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
XENE,XENON PHARMACEUTICALS INC,Health Care,Equity,,0.14,,"2,036,404.00",56.0,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
MARA,MARA HOLDINGS INC,Information Technology,Equity,,0.14,,"8,959,967.00",12.7,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
ASB,ASSOCIATED BANCORP,Financials,Equity,,0.14,,"3,988,615.00",28.47,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
GTX,GARRETT MOTION INC,Consumer Discretionary,Equity,,0.14,,"4,191,276.00",27.03,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
CRSP,CRISPR THERAPEUTICS AG,Health Care,Equity,,0.14,,"2,152,424.00",52.42,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
MRCY,MERCURY SYSTEMS INC,Industrials,Equity,,0.14,,"1,280,327.00",88.06,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
AX,AXOS FINANCIAL INC,Financials,Equity,,0.14,,"1,282,102.00",87.67,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
MIR,MIRION TECHNOLOGIES INC CLASS A,Information Technology,Equity,,0.14,,"5,646,262.00",19.75,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,Equity,,0.14,,"2,837,567.00",39.14,Canada,NYSE,USD,1.0,USD,-,IWM,Russell 2000
AIR,AAR CORP,Industrials,Equity,,0.14,,"922,891.00",117.82,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
URBN,URBAN OUTFITTERS INC,Consumer Discretionary,Equity,,0.14,,"1,543,187.00",70.44,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
CELC,CELCUITY INC,Health Care,Equity,,0.14,,"827,262.00",130.71,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
HCC,WARRIOR MET COAL INC,Materials,Equity,,0.14,,"1,229,999.00",87.84,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
CVLT,COMMVAULT SYSTEMS INC,Information Technology,Equity,,0.14,,"1,044,868.00",103.38,United States,NASDAQ,USD,1.0,USD,-,IWM,Russell 2000
TDS,TELEPHONE AND DATA SYSTEMS INC,Communication,Equity,,0.14,,"2,346,823.00",45.5,United States,NYSE,USD,1.0,USD,-,IWM,Russell 2000
